1964,Deleen,F,5
1964,Vernon,M,1570
1964,Angela,M,43
1964,Ossie,M,15
1964,Lennon,M,8
1964,Decarlos,M,5
1965,Marcie,F,271
1965,Kisha,F,50
1965,Margarette,F,23
1965,Debria,F,13
1965,Donalyn,F,9
1965,Lynnel,F,7
1965,Ardean,F,5
1965,Tony,M,6824
1965,Gaylon,M,50
1965,Natividad,M,16
1965,Dorn,M,8
1965,Drue,M,5
1966,David,F,230
1966,Raeann,F,48
1966,Marlisa,F,22
1966,Jaimi,F,13
1966,Ingra,F,9
1966,Nadina,F,7
1966,Bedar,F,5
1966,Scott,M,26043
1966,Brandt,M,51
1966,Mikael,M,16
1966,Carry,M,8
1966,Catalino,M,5
1967,Thelma,F,388
1967,Delois,F,57
1967,Shereen,F,25
1967,Adrena,F,14
1967,Lovetta,F,10
1967,Arlyn,F,7
1967,Maeve,F,6
1967,Melvenia,F,5
1967,Toney,M,142
1967,Murry,M,23
1967,Clare,M,10
1967,Davi,M,6
1968,Terri,F,4268
1968,Charleen,F,96
1968,Sasha,F,34
1968,Eulalia,F,18
1968,Jai,F,12
1968,Sherrel,F,9
1968,Rania,F,7
1968,Barbera,F,5
1968,Tenise,F,5
1968,Reese,M,66
1968,Schuyler,M,19
1968,Tremayne,M,10
1968,Jakob,M,6
1969,Becky,F,2092
1969,May,F,93
1969,Lecia,F,35
1969,Lucrecia,F,19
1969,Sunnie,F,13
1969,Emelie,F,9
1969,Gaile,F,7
1969,Meighan,F,6
1969,Malisha,F,5
1969,Dallas,M,301
1969,Gareth,M,31
1969,Derryl,M,13
1969,Karel,M,8
1969,Araceli,M,5
1970,June,F,565
1970,Shantell,F,75
1970,Cruz,F,31
1970,Rosalynn,F,19
1970,Mauri,F,13
1970,Zorana,F,10
1970,Arlee,F,7
1970,Jametta,F,6
1970,Genni,F,5
1970,Roger,M,4586
1970,Sydney,M,60
1970,Bradlee,M,19
1970,Tylor,M,11
1970,Kostantinos,M,7
1970,Jefferie,M,5
1971,Shannan,F,265
1971,Jeneen,F,57
1971,Kayleen,F,28
1971,Tamira,F,18
1971,Gaila,F,12
1971,Deette,F,9
1971,Althia,F,7
1971,Dorotea,F,6
1971,Demetricia,F,5
1971,Zarah,F,5
1971,Nestor,M,67
1971,Cooper,M,21
1971,Cam,M,11
1971,Ballard,M,7
1971,Caley,M,5
1972,Chandra,F,660
1972,Cameron,F,75
1972,Nichele,F,32
1972,Laverna,F,19
1972,Danella,F,13
1972,Pamula,F,10
1972,Mendie,F,8
1972,Bea,F,6
1972,Annamae,F,5
1972,Shanley,F,5
1972,Mauricio,M,139
1972,Amit,M,27
1972,Carolyn,M,13
1972,Conn,M,8
1972,Jarion,M,6
1972,Theordore,M,5
1973,Vonda,F,133
1973,Marilee,F,43
1973,Danni,F,23
1973,Shawnte,F,16
1973,Cotrina,F,11
1973,Rasheen,F,9
1973,Jamal,F,7
1973,Latachia,F,6
1973,Jenay,F,5
1973,Gabriel,M,1985
1973,Isiah,M,53
1973,Brodrick,M,19
1973,Kiven,M,11
1973,Christophere,M,7
1973,Anothny,M,5
1974,Kimberley,F,1006
1974,Hattie,F,87
1974,Alessandra,F,35
1974,Laquetta,F,21
1974,Carriann,F,14
1974,Rendy,F,11
1974,Zerlina,F,9
1974,Kristeena,F,7
1974,Levette,F,6
1974,Jacqeline,F,5
1974,Mark,M,18915
1974,Shedrick,M,66
1974,Idris,M,22
1974,Grey,M,12
1974,Kindell,M,8
1974,Marquese,M,6
1975,Rebecca,F,13927
1975,Rebeca,F,120
1975,Mina,F,44
1975,Lynnea,F,24
1975,Jennafer,F,16
1975,Latrisa,F,12
1975,Asya,F,9
1975,Shantina,F,8
1975,Amenia,F,6
1975,Tycie,F,6
1975,Meribeth,F,5
1975,Oliver,M,357
1975,Anil,M,39
1975,Kennon,M,18
1975,Thadius,M,11
1975,Darrold,M,7
1975,Thom,M,6
1976,Natalie,F,3504
1976,Ethel,F,113
1976,Kimbra,F,42
1976,Shannen,F,24
1976,Mitzy,F,16
1976,Mashawn,F,12
1976,Asusena,F,9
1976,Patrese,F,8
1976,Tiffannie,F,7
1976,Stefanee,F,6
1976,Laron,F,5
1976,Tyler,M,1263
1976,Demario,M,53
1976,Antwoine,M,21
